Quotation date,Customer name,Channel (B2B or B2C),product_code,Odoo sales order,WAYAKIT Product name,Generic product type,Subindustry,Industry,Volume (L),Cost per unit (SAR),Predicted model price per unit (SAR),Predicted price per mL,Prediction message,Prediction case,Quoted quantity,quoted_price,Total quoted price (SAR),Quoted unit profit (SAR),Quoted margin (%),Price per liter,Total volume [L],Total profit,Absolute price difference (Quoted-Predicted),Percentage price difference (quoted/predicted),Notes about prediction vs quoted,"Accepted quoted price by client (Yes, No, Pending)",Confirmed order,Invoice date,Sold quantity,Sold price per unit (SAR),Total sold price (SAR),Sold unit profit (SAR),Sold margin (%),Absolute price difference (Sold-Predicted),Percentage price difference (sold/predicted),suggested_price,percentage_difference,Luisa_Javier_Prediction_Note
16/07/2025,SRACO,B2B,FP-FMN-01600,,WAYAKIT GreenTech Facilities Management Streak-free glass cleaner for large window areas [700 mL],Glass cleaner,Facilities management,Facilities management,0.7, SAR 4.91 , SAR 12.04 , SAR 0.017 ,Price based on direct competition - Price viable with 145.4% profit margin,1,40091.0,7.0," SAR 280,637.00 ", SAR 2.09 ,30%, SAR 10.00 ," 28,063.7 "," SAR 83,910.46 ", SAR (5.04),-42%,Wrong prediction,Pending,,,,,  ,  ,,  ,,9.87,-0.29078014184397155,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01702,,WAYAKIT GreenTech Facilities Management Degreaser for food service areas [20 L],Degreaser,Facilities management,Facilities management,20.0, SAR 34.49 , SAR 920.00 , SAR 0.046 ,Price based on direct competition - Price viable with 2567.4% profit margin,1,744.0,170.0," SAR 126,480.00 ", SAR 135.51 ,80%, SAR 8.50 ," 14,880.0 "," SAR 100,819.44 ", SAR (750.00),-82%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.39235800836401324,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01002,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [20 L],Disinfectant and cleaner,Facilities management,Facilities management,20.0, SAR 40.44 , SAR 276.00 , SAR 0.014 ,Price based on direct competition - Price viable with 582.5% profit margin,1,108.0,190.0," SAR 20,520.00 ", SAR 149.56 ,79%, SAR 9.50 ," 2,160.0 "," SAR 16,152.48 ", SAR (86.00),-31%,Wrong prediction,Pending,,,,,  ,  ,,  ,,382.36,-0.5030860968720577,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01001,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,32052.0,47.52," SAR 1,523,111.04 ", SAR 32.36 ,68%, SAR 11.88 ," 128,208.0 "," SAR 1,037,202.72 ", SAR (7.68),-14%,Wrong prediction,Pending,,,,,  ,  ,,  ,,57.42,-0.17241379310344826,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01201,,WAYAKIT GreenTech Facilities Management Heavy-duty toilet and urinal cleaner [4 L],"Toilet, shower and tile cleaner",Facilities management,Facilities management,4.0, SAR 23.08 , SAR 65.54 , SAR 0.016 ,Price based on direct competition - Price viable with 184.0% profit margin,1,4318.0,48.2," SAR 208,127.60 ", SAR 25.12 ,52%, SAR 12.05 ," 17,272.0 "," SAR 108,468.16 ", SAR (17.34),-26%,Wrong prediction,Pending,,,,,  ,  ,,  ,,249.13,-0.8065267129611047,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01000,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [700 mL],Disinfectant and cleaner,Facilities management,Facilities management,0.7, SAR 4.64 , SAR 9.66 , SAR 0.014 ,Price based on direct competition - Price viable with 108.1% profit margin,1,32646.0,9.39," SAR 306,545.94 ", SAR 4.75 ,51%, SAR 13.41 ," 22,852.2 "," SAR 155,035.85 ", SAR (0.27),-3%,Well prediction,Pending,,,,,  ,  ,,  ,,15.67,-0.40076579451180594,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01001,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,39148.0,47.52," SAR 1,860,312.96 ", SAR 32.36 ,68%, SAR 11.88 ," 156,592.0 "," SAR 1,266,829.28 ", SAR (7.68),-14%,Wrong prediction,Pending,,,,,  ,  ,,  ,,57.42,-0.17241379310344826,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03600,,WAYAKIT GreenTech FM Manual dishwashing soap [4 L],Dishwashing soap,Facilities management,Facilities management,4.0, SAR 44.64 , SAR 105.96 , SAR 0.026 ,Price based on direct competition - Price viable with 137.4% profit margin,1,1363.0,77.25," SAR 105,291.75 ", SAR 32.61 ,42%, SAR 19.31 ," 5,452.0 "," SAR 44,447.43 ", SAR (28.71),-27%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,0.3082133784928028,Well prediction
16/07/2025,SRACO,B2B,FP-FMN-00100,,WAYAKIT GreenTech Facilities Management General purpose cleaner [700 mL],General purpose cleaner,Facilities management,Facilities management,0.7, SAR 4.64 , SAR 9.10 , SAR 0.013 ,Price based on direct competition - Price viable with 96.1% profit margin,1,2220.0,7.59," SAR 16,849.80 ", SAR 2.95 ,39%, SAR 10.84 ," 1,554.0 "," SAR 6,546.78 ", SAR (1.51),-17%,Wrong prediction,Pending,,,,,  ,  ,,  ,,22.62,-0.6644562334217506,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03701,,WAYAKIT GreenTech FM Empty bottle [4 L],Other consumables,Facilities management,Facilities management,4.0, SAR 9.34 , SAR 91.57 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 880.4% profit margin,4,475.0,13.34," SAR 6,336.50 ", SAR 4.00 ,30%, SAR 3.34 ," 1,900.0 "," SAR 1,900.00 ", SAR (78.23),-85%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.7740897544453852,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03701,,WAYAKIT GreenTech FM Empty bottle [4 L],Other consumables,Facilities management,Facilities management,4.0, SAR 9.34 , SAR 91.57 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 880.4% profit margin,4,779.0,13.34," SAR 10,391.86 ", SAR 4.00 ,30%, SAR 3.34 ," 3,116.0 "," SAR 3,116.00 ", SAR (78.23),-85%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.7740897544453852,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03701,,WAYAKIT GreenTech FM Empty bottle [4 L],Other consumables,Facilities management,Facilities management,4.0, SAR 9.34 , SAR 91.57 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 880.4% profit margin,4,413.0,13.34," SAR 5,509.42 ", SAR 4.00 ,30%, SAR 3.34 ," 1,652.0 "," SAR 1,652.00 ", SAR (78.23),-85%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.7740897544453852,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01301,,WAYAKIT GreenTech Facilities Management Restroom deodorizer [4 L],Odor eliminator,Facilities management,Facilities management,4.0, SAR 26.72 , SAR 129.29 , SAR 0.032 ,Price based on direct competition - Price viable with 383.9% profit margin,1,3028.0,49.2," SAR 148,977.60 ", SAR 22.48 ,46%, SAR 12.30 ," 12,112.0 "," SAR 68,069.44 ", SAR (80.09),-62%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.16680779000846732,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03701,,WAYAKIT GreenTech FM Empty bottle [4 L],Other consumables,Facilities management,Facilities management,4.0, SAR 9.34 , SAR 91.57 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 880.4% profit margin,4,32.0,13.34, SAR 426.88 , SAR 4.00 ,30%, SAR 3.34 , 128.0 , SAR 128.00 , SAR (78.23),-85%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.7740897544453852,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03701,,WAYAKIT GreenTech FM Empty bottle [4 L],Other consumables,Facilities management,Facilities management,4.0, SAR 9.34 , SAR 91.57 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 880.4% profit margin,4,413.0,13.34," SAR 5,509.42 ", SAR 4.00 ,30%, SAR 3.34 ," 1,652.0 "," SAR 1,652.00 ", SAR (78.23),-85%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.7740897544453852,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03701,,WAYAKIT GreenTech FM Empty bottle [4 L],Other consumables,Facilities management,Facilities management,4.0, SAR 9.34 , SAR 91.57 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 880.4% profit margin,4,50.0,13.34, SAR 667.00 , SAR 4.00 ,30%, SAR 3.34 , 200.0 , SAR 200.00 , SAR (78.23),-85%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.7740897544453852,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03701,,WAYAKIT GreenTech FM Empty bottle [4 L],Other consumables,Facilities management,Facilities management,4.0, SAR 9.34 , SAR 91.57 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 880.4% profit margin,4,219.0,13.34," SAR 2,921.46 ", SAR 4.00 ,30%, SAR 3.34 , 876.0 , SAR 876.00 , SAR (78.23),-85%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.7740897544453852,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03000,,WAYAKIT GreenTech FM Liquid Hand Soap [4 L],Hand soap,Facilities management,Facilities management,4.0, SAR 14.64 , SAR 76.54 , SAR 0.019 ,Price based on direct competition - Price viable with 422.8% profit margin,1,26092.0,29.5," SAR 769,714.00 ", SAR 14.86 ,50%, SAR 7.38 ," 104,368.0 "," SAR 387,727.12 ", SAR (47.04),-61%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.11,-0.5009304686178312,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03001,,WAYAKIT GreenTech FM Liquid Hand Soap [500 mL],Hand soap,Facilities management,Facilities management,0.5, SAR 4.31 , SAR 9.57 , SAR 0.019 ,Price based on direct competition - Price viable with 122.0% profit margin,1,9162.0,7.78," SAR 71,280.36 ", SAR 3.47 ,45%, SAR 15.56 ," 4,581.0 "," SAR 31,792.14 ", SAR (1.79),-19%,Wrong prediction,Pending,,,,,  ,  ,,  ,,39.92,-0.8051102204408818,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03000,,WAYAKIT GreenTech FM Liquid Hand Soap [4 L],Hand soap,Facilities management,Facilities management,4.0, SAR 14.64 , SAR 76.54 , SAR 0.019 ,Price based on direct competition - Price viable with 422.8% profit margin,1,32810.0,29.5," SAR 967,895.00 ", SAR 14.86 ,50%, SAR 7.38 ," 131,240.0 "," SAR 487,556.60 ", SAR (47.04),-61%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.11,-0.5009304686178312,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01001,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,27515.0,47.52," SAR 1,307,512.80 ", SAR 32.36 ,68%, SAR 11.88 ," 110,060.0 "," SAR 890,385.40 ", SAR (7.68),-14%,Wrong prediction,Pending,,,,,  ,  ,,  ,,57.42,-0.17241379310344826,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01001,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,9348.0,47.52," SAR 444,216.96 ", SAR 32.36 ,68%, SAR 11.88 ," 37,392.0 "," SAR 302,501.28 ", SAR (7.68),-14%,Wrong prediction,Pending,,,,,  ,  ,,  ,,57.42,-0.17241379310344826,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01002,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [20 L],Disinfectant and cleaner,Facilities management,Facilities management,20.0, SAR 40.44 , SAR 276.00 , SAR 0.014 ,Price based on direct competition - Price viable with 582.5% profit margin,1,1475.0,190.0," SAR 280,250.00 ", SAR 149.56 ,79%, SAR 9.50 ," 29,500.0 "," SAR 220,601.00 ", SAR (86.00),-31%,Wrong prediction,Pending,,,,,  ,  ,,  ,,382.36,-0.5030860968720577,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01701,,WAYAKIT GreenTech Facilities Management Degreaser for food service areas [4 L],Degreaser,Facilities management,Facilities management,4.0, SAR 13.97 , SAR 184.00 , SAR 0.046 ,Price based on direct competition - Price viable with 1217.1% profit margin,1,16260.0,38.0," SAR 617,880.00 ", SAR 24.03 ,63%, SAR 9.50 ," 65,040.0 "," SAR 390,727.80 ", SAR (146.00),-79%,Wrong prediction,Pending,,,,,  ,  ,,  ,,88.64,-0.5712996389891697,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01000,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [700 mL],Disinfectant and cleaner,Facilities management,Facilities management,0.7, SAR 4.64 , SAR 9.66 , SAR 0.014 ,Price based on direct competition - Price viable with 108.1% profit margin,1,44600.0,9.39," SAR 418,794.00 ", SAR 4.75 ,51%, SAR 13.41 ," 31,220.0 "," SAR 211,805.40 ", SAR (0.27),-3%,Well prediction,Pending,,,,,  ,  ,,  ,,15.67,-0.40076579451180594,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-00100,,WAYAKIT GreenTech Facilities Management General purpose cleaner [700 mL],General purpose cleaner,Facilities management,Facilities management,0.7, SAR 4.64 , SAR 9.10 , SAR 0.013 ,Price based on direct competition - Price viable with 96.1% profit margin,1,1520.0,7.59," SAR 11,536.80 ", SAR 2.95 ,39%, SAR 10.84 ," 1,064.0 "," SAR 4,482.48 ", SAR (1.51),-17%,Wrong prediction,Pending,,,,,  ,  ,,  ,,22.62,-0.6644562334217506,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-00101,,WAYAKIT GreenTech Facilities Management General purpose cleaner [4 L],General purpose cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 52.00 , SAR 0.013 ,Price based on direct competition - Price viable with 243.0% profit margin,1,32712.0,34.0," SAR 1,112,208.00 ", SAR 18.84 ,55%, SAR 8.50 ," 130,848.0 "," SAR 616,294.08 ", SAR (18.00),-35%,Wrong prediction,Pending,,,,,  ,  ,,  ,,54.45,-0.37557392102846654,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-03701,,WAYAKIT GreenTech FM Empty bottle [4 L],Other consumables,Facilities management,Facilities management,4.0, SAR 9.34 , SAR 91.57 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 880.4% profit margin,4,48.0,13.34, SAR 640.32 , SAR 4.00 ,30%, SAR 3.34 , 192.0 , SAR 192.00 , SAR (78.23),-85%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.7740897544453852,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-00101,,WAYAKIT GreenTech Facilities Management General purpose cleaner [4 L],General purpose cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 52.00 , SAR 0.013 ,Price based on direct competition - Price viable with 243.0% profit margin,1,692.0,34.0," SAR 23,528.00 ", SAR 18.84 ,55%, SAR 8.50 ," 2,768.0 "," SAR 13,037.28 ", SAR (18.00),-35%,Wrong prediction,Pending,,,,,  ,  ,,  ,,54.45,-0.37557392102846654,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01401,,WAYAKIT GreenTech Facilities Management Restroom air freshener [4 L],Air freshener,Facilities management,Facilities management,4.0, SAR 19.60 , SAR 146.67 , SAR 0.037 ,"Price based on median generic product type - B2B: 0.0367 SAR/ml = 146.67 SAR, B2C: 0.0983 SAR/ml = 393.04 SAR. Price viable with 648.3% profit margin",3,10619.0,55.64," SAR 590,841.16 ", SAR 36.04 ,65%, SAR 13.91 ," 42,476.0 "," SAR 382,708.76 ", SAR (91.03),-62%,Wrong prediction,Pending,,,,,  ,  ,,  ,,88.14,-0.3687315634218289,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-00101,,WAYAKIT GreenTech Facilities Management General purpose cleaner [4 L],General purpose cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 52.00 , SAR 0.013 ,Price based on direct competition - Price viable with 243.0% profit margin,1,15178.0,34.0," SAR 516,052.00 ", SAR 18.84 ,55%, SAR 8.50 ," 60,712.0 "," SAR 285,953.52 ", SAR (18.00),-35%,Wrong prediction,Pending,,,,,  ,  ,,  ,,54.45,-0.37557392102846654,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-00601,,WAYAKIT GreenTech Facilities Management High performance carpet shampoo [4 L],Carpet shampoo,Facilities management,Facilities management,4.0, SAR 37.63 , SAR 133.68 , SAR 0.033 ,Price based on direct competition - Price viable with 255.2% profit margin,1,131.0,72.25," SAR 9,464.75 ", SAR 34.62 ,48%, SAR 18.06 , 524.0 ," SAR 4,534.96 ", SAR (61.43),-46%,Wrong prediction,Pending,,,,,  ,  ,,  ,,63.14,0.1442825467215711,Well prediction
16/07/2025,SRACO,B2B,FP-FMN-02201,,WAYAKIT GreenTech Facilities Management Odor eliminator [4 L],Odor eliminator,Facilities management,Facilities management,4.0, SAR 26.72 , SAR 197.18 , SAR 0.049 ,"Price based on median generic product type - B2B: 0.0493 SAR/ml = 197.18 SAR, B2C: 0.1437 SAR/ml = 574.84 SAR. Price viable with 637.9% profit margin",3,3880.0,56.15," SAR 217,862.00 ", SAR 29.43 ,52%, SAR 14.04 ," 15,520.0 "," SAR 114,188.40 ", SAR (141.03),-72%,Wrong prediction,Pending,,,,,  ,  ,,  ,,200.19,-0.7195164593636045,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01701,,WAYAKIT GreenTech Facilities Management Degreaser for food service areas [4 L],Degreaser,Facilities management,Facilities management,4.0, SAR 13.97 , SAR 184.00 , SAR 0.046 ,Price based on direct competition - Price viable with 1217.1% profit margin,1,1010.0,38.0," SAR 38,380.00 ", SAR 24.03 ,63%, SAR 9.50 ," 4,040.0 "," SAR 24,270.30 ", SAR (146.00),-79%,Wrong prediction,Pending,,,,,  ,  ,,  ,,88.64,-0.5712996389891697,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-00301,,WAYAKIT GreenTech Facilities Management General hard floor cleaner  [4 L],Floor cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 56.32 , SAR 0.014 ,Price based on direct competition - Price viable with 271.5% profit margin,1,13713.0,32.25," SAR 442,244.25 ", SAR 17.09 ,53%, SAR 8.06 ," 54,852.0 "," SAR 234,355.17 ", SAR (24.07),-43%,Wrong prediction,Pending,,,,,  ,  ,,  ,,61.55,-0.4760357432981316,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01001,,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,5882.0,47.52," SAR 279,512.64 ", SAR 32.36 ,68%, SAR 11.88 ," 23,528.0 "," SAR 190,341.52 ", SAR (7.68),-14%,Wrong prediction,Pending,,,,,  ,  ,,  ,,57.42,-0.17241379310344826,Wrong prediction
16/07/2025,SRACO,B2B,FP-FMN-01601,,WAYAKIT GreenTech Facilities Management Streak-free glass cleaner for large window areas [4 L],Glass cleaner,Facilities management,Facilities management,4.0, SAR 16.68 , SAR 68.80 , SAR 0.017 ,Price based on direct competition - Price viable with 312.5% profit margin,1,6493.0,27.96," SAR 181,544.28 ", SAR 11.28 ,40%, SAR 6.99 ," 25,972.0 "," SAR 73,241.04 ", SAR (40.84),-59%,Wrong prediction,Pending,,,,,  ,  ,,  ,,55.65,-0.4975741239892183,Wrong prediction
21/07/2025,Maraci,B2B,FP-FMN-00601,,WAYAKIT GreenTech Facilities Management High performance carpet shampoo [4 L],Carpet shampoo,Facilities management,Facilities management,4.0, SAR 37.63 , SAR 133.68 , SAR 0.033 ,Price based on direct competition - Price viable with 255.2% profit margin,1,56.0,82.25," SAR 4,606.00 ", SAR 44.62 ,54%, SAR 20.56 , 224.0 ," SAR 2,498.61 ", SAR (51.43),-38%,Wrong prediction,Pending,,,,,  ,  ,,  ,,63.14,0.3026607538802661,Well prediction
21/07/2025,Maraci,B2B,FP-FMN-00401,,WAYAKIT GreenTech Facilities Management Hard floor polish [4 L],Floor polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 328.04 , SAR 0.082 ,"Price based on median generic product type - B2B: 0.0820 SAR/ml = 328.04 SAR, B2C: 0.1152 SAR/ml = 460.72 SAR. Price viable with 504.2% profit margin",3,16.0,105.29," SAR 1,684.64 ", SAR 51.00 ,48%, SAR 26.32 , 64.0 , SAR 815.94 , SAR (222.75),-68%,Wrong prediction,Pending,,,,,  ,  ,,  ,,100.01,0.05279472052794722,Well prediction
21/07/2025,Maraci,B2B,FP-FMN-00101,,WAYAKIT GreenTech Facilities Management General purpose cleaner [4 L],General purpose cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 52.00 , SAR 0.013 ,Price based on direct competition - Price viable with 243.0% profit margin,1,148.0,43.35," SAR 6,415.80 ", SAR 28.19 ,65%, SAR 10.84 , 592.0 ," SAR 4,172.12 ", SAR (8.65),-17%,Wrong prediction,Pending,,,,,  ,  ,,  ,,54.45,-0.20385674931129477,Wrong prediction
21/07/2025,Maraci,B2B,FP-FMN-01201,,WAYAKIT GreenTech Facilities Management Heavy-duty toilet and urinal cleaner [4 L],"Toilet, shower and tile cleaner",Facilities management,Facilities management,4.0, SAR 23.08 , SAR 65.54 , SAR 0.016 ,Price based on direct competition - Price viable with 184.0% profit margin,1,92.0,65.54," SAR 6,029.68 ", SAR 42.46 ,65%, SAR 16.39 , 368.0 ," SAR 3,906.32 ", SAR 0.00 ,0%,Well prediction,Pending,,,,,  ,  ,,  ,,249.13,-0.7369244972504314,Wrong prediction
21/07/2025,Maraci,B2B,FP-FMN-03100,,WAYAKIT GreenTech FM Foam Hand Soap [4 L],Hand soap,Facilities management,Facilities management,4.0, SAR 18.24 , SAR 69.38 , SAR 0.017 ,"Price based on median generic product type - B2B: 0.0173 SAR/ml = 69.38 SAR, B2C: 0.0192 SAR/ml = 76.67 SAR. Price viable with 280.4% profit margin",3,392.0,50.22," SAR 19,686.24 ", SAR 31.98 ,64%, SAR 12.56 ," 1,568.0 "," SAR 12,536.16 ", SAR (19.16),-28%,Wrong prediction,Pending,,,,,  ,  ,,  ,,45.2,0.11106194690265478,Well prediction
21/07/2025,Maraci,B2B,FP-FMN-00301,,WAYAKIT GreenTech Facilities Management General hard floor cleaner  [4 L],Floor cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 56.32 , SAR 0.014 ,Price based on direct competition - Price viable with 271.5% profit margin,1,12.0,45.25, SAR 543.00 , SAR 30.09 ,66%, SAR 11.31 , 48.0 , SAR 361.08 , SAR (11.07),-20%,Wrong prediction,Pending,,,,,  ,  ,,  ,,61.55,-0.264825345247766,Wrong prediction
7/14/2025,Barns,B2B,FP-RES-00100,,WAYAKIT GreenTech Food Services Food-grade sanitizer for countertops and prep areas [700 mL],Disinfectant and cleaner,Restaurants,Horeca,0.7, SAR 4.64 , SAR 10.59 , SAR 0.015 ,Price based on direct competition - Price viable with 128.2% profit margin,1,3200.0,10.59," SAR 33,888.00 ", SAR 5.95 ,56%, SAR 15.13 ," 2,240.0 "," SAR 19,036.80 ", SAR (0.00),0%,Well prediction,Pending,,,,,  ,  ,,  ,,22.62,-0.5318302387267905,Wrong prediction
7/14/2025,Barns,B2B,FP-RES-00101,,WAYAKIT GreenTech Food Services Food-grade sanitizer for countertops and prep areas [4 L],Disinfectant and cleaner,Restaurants,Horeca,4.0, SAR 15.16 , SAR 60.52 , SAR 0.015 ,Price based on direct competition - Price viable with 299.2% profit margin,1,4000.0,60.52," SAR 242,080.00 ", SAR 45.36 ,75%, SAR 15.13 ," 16,000.0 "," SAR 181,440.00 ", SAR -   ,0%,Well prediction,Pending,,,,,  ,  ,,  ,,59.05,0.024894157493649552,Well prediction
7/14/2025,Barns,B2B,FP-RES-00600,,WAYAKIT GreenTech Food Services Glass cleaner [700 mL],Glass cleaner,Restaurants,Horeca,0.7, SAR 4.91 , SAR 6.38 , SAR 0.009 ,Price based on direct competition - Low predicted price. Using minimum viable price with 30% profit margin.,1,3200.0,6.19," SAR 19,808.00 ", SAR 1.28 ,21%, SAR 8.84 ," 2,240.0 "," SAR 4,105.60 ", SAR (0.19),-3%,Well prediction,Pending,,,,,  ,  ,,  ,,22.62,-0.7263483642793988,Wrong prediction
7/14/2025,Barns,B2B,FP-RES-00901,,WAYAKIT GreenTech Food Services Non-slip floor cleaner for safety [4 L],Floor cleaner,Restaurants,Horeca,4.0, SAR 13.97 , SAR 83.20 , SAR 0.021 ,"Price based on median generic product type - B2B: 0.0208 SAR/ml = 83.20 SAR, B2C: 0.0409 SAR/ml = 163.49 SAR. Price viable with 53.2% profit margin",3,4000.0,43.2," SAR 172,800.00 ", SAR 29.23 ,68%, SAR 10.80 ," 16,000.0 "," SAR 116,920.00 ", SAR (40.00),-48%,Wrong prediction,Pending,,,,,  ,  ,,  ,,,,No information for prediction
